policy_id,policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density
ID24003,0.638741811,0.02,0.461538462,C2,27003
ID24004,0.642937931,0.01,0.5,C8,8794
ID24005,0.096080879,0.27,0.423076923,C2,27003
ID24006,1.103777749,0.08,0.548076923,C8,8794
ID24007,1.055466072,0.2,0.394230769,C19,27742
ID24008,0.065447304,0.06,0.490384615,C8,8794
ID24009,1.137405822,0.11,0.298076923,C8,8794
ID24010,0.089705566,0.07,0.326923077,C9,17804
ID24011,1.216229122,0.11,0.461538462,C14,7788
ID24012,0.544077632,0.06,0.336538462,C12,34791
ID24013,1.115420461,0.09,0.413461538,C8,8794
ID24014,0.662690287,0.04,0.509615385,C10,73430
ID24015,1.115255981,0.09,0.288461538,C13,5410
ID24016,0.093315836,0.08,0.394230769,C7,6112
ID24017,1.119232957,0.06,0.471153846,C8,8794
ID24018,0.260043002,0,0.307692308,C6,13051
ID24019,1.038194218,0.03,0.653846154,C8,8794
ID24020,0.07918521,0.01,0.307692308,C5,34738
ID24021,1.184466343,0.15,0.528846154,C14,7788
ID24022,0.452661695,0.09,0.423076923,C2,27003
ID24023,1.134187763,0.12,0.605769231,C12,34791
ID24024,0.65998236,0.01,0.663461538,C3,4076
ID24025,0.238883831,0.08,0.288461538,C2,27003
ID24026,0.508970107,0.1,0.288461538,C7,6112
ID24027,0.727722694,0.01,0.317307692,C1,4990
ID24028,1.134328588,0.09,0.701923077,C12,34791
ID24029,1.193731903,0.12,0.355769231,C8,8794
ID24030,0.615221817,0.14,0.432692308,C3,4076
ID24031,1.082458257,0.08,0.461538462,C8,8794
ID24032,0.134243734,0.04,0.403846154,C7,6112
ID24033,0.588800678,0.01,0.663461538,C5,34738
ID24034,1.123504661,0.06,0.557692308,C8,8794
ID24035,0.032718803,0.1,0.413461538,C5,34738
ID24036,0.092131404,0.01,0.365384615,C10,73430
ID24037,0.95213391,0.19,0.538461538,C1,4990
ID24038,0.636644543,0.01,0.538461538,C5,34738
ID24039,0.125923663,0.06,0.615384615,C2,27003
ID24040,1.11704842,0.06,0.375,C8,8794
ID24041,0.798426396,0,0.288461538,C8,8794
ID24042,0.655497566,0.03,0.442307692,C3,4076
ID24043,0.353968485,0,0.413461538,C19,27742
ID24044,1.033978844,0.03,0.519230769,C5,34738
ID24045,0.161622448,0.05,0.432692308,C3,4076
ID24046,0.002851215,0.12,0.653846154,C5,34738
ID24047,1.141597791,0.04,0.317307692,C8,8794
ID24048,0.702578191,0.04,0.432692308,C14,7788
ID24049,1.125993044,0.08,0.567307692,C5,34738
ID24050,0.066183312,0,0.557692308,C9,17804
ID24051,1.035710649,0.18,0.432692308,C5,34738
ID24052,0.500892992,0.04,0.413461538,C8,8794
ID24053,0.044568657,0.03,0.336538462,C4,21622
ID24054,0.402933707,0.1,0.355769231,C8,8794
ID24055,1.236360845,0.02,0.5,C3,4076
ID24056,0.712431922,0.06,0.451923077,C16,16206
ID24057,0.187350917,0.14,0.538461538,C3,4076
ID24058,0.022901502,0.02,0.625,C3,4076
ID24059,1.118724161,0.09,0.480769231,C14,7788
ID24060,0.53226979,0.01,0.480769231,C6,13051
ID24061,1.179115594,0.21,0.682692308,C2,27003
ID24062,1.016024943,0.11,0.817307692,C8,8794
ID24063,0.523226677,0,0.740384615,C2,27003
ID24064,0.744454831,0.13,0.394230769,C8,8794
ID24065,0.22505295,0,0.586538462,C3,4076
ID24066,1.229997756,0.12,0.634615385,C6,13051
ID24067,0.095950508,0.1,0.576923077,C3,4076
ID24068,1.195324563,0.17,0.711538462,C11,6108
ID24069,1.186471785,0.09,0.375,C3,4076
ID24070,0.389851751,0.22,0.384615385,C14,7788
ID24071,1.18515381,0.02,0.326923077,C8,8794
ID24072,0.499403626,0.06,0.375,C11,6108
ID24073,0.052034151,0,0.480769231,C3,4076
ID24074,0.370923347,0.02,0.682692308,C12,34791
ID24075,0.080649249,0.07,0.403846154,C22,16733
ID24076,0.085071584,0.15,0.336538462,C3,4076
ID24077,0.643740363,0.16,0.403846154,C8,8794
ID24078,0.307080583,0.04,0.346153846,C5,34738
ID24079,0.424676661,0.1,0.355769231,C13,5410
ID24080,0.005533145,0,0.548076923,C3,4076
ID24081,0.813416037,0.12,0.336538462,C8,8794
ID24082,0.208164987,0.05,0.538461538,C18,35036
ID24083,0.031759914,0.07,0.365384615,C5,34738
ID24084,0.482635655,0.07,0.442307692,C5,34738
ID24085,1.130944254,0.09,0.634615385,C1,4990
ID24086,0.003253081,0.18,0.288461538,C4,21622
ID24087,0.054777948,0.02,0.423076923,C6,13051
ID24088,1.043991876,0.05,0.721153846,C14,7788
ID24089,1.198564382,0.08,0.548076923,C2,27003
ID24090,0.592872919,0.04,0.451923077,C14,7788
ID24091,0.077804994,0.01,0.326923077,C13,5410
ID24092,1.072497244,0.01,0.528846154,C19,27742
ID24093,0.587118388,0.12,0.288461538,C8,8794
ID24094,0.049392997,0,0.75,C8,8794
ID24095,0.773618235,0.02,0.778846154,C5,34738
ID24096,0.085857563,0.09,0.423076923,C8,8794
ID24097,0.046733454,0.1,0.307692308,C8,8794
ID24098,1.128944957,0.07,0.461538462,C9,17804
ID24099,1.199627181,0.1,0.855769231,C5,34738
ID24100,0.090693239,0.08,0.394230769,C3,4076
ID24101,0.506325431,0.09,0.509615385,C5,34738
ID24102,1.09963381,0.04,0.346153846,C2,27003
ID24103,0.077076457,0.06,0.480769231,C7,6112
ID24104,1.142576334,0.02,0.413461538,C8,8794
ID24105,0.090726413,0.17,0.557692308,C8,8794
ID24106,0.729894712,0.16,0.423076923,C10,73430
ID24107,1.19100794,0.14,0.692307692,C3,4076
ID24108,1.029141662,0.01,0.75,C8,8794
ID24109,1.128553842,0.07,0.336538462,C3,4076
ID24110,0.23700338,0.1,0.5,C1,4990
ID24111,1.104458698,0.14,0.490384615,C8,8794
ID24112,0.095899684,0.02,0.423076923,C13,5410
ID24113,0.138589718,0.01,0.336538462,C3,4076
ID24114,1.065250749,0.15,0.634615385,C12,34791
ID24115,1.048295958,0.12,0.615384615,C8,8794
ID24116,0.575249155,0.09,0.653846154,C8,8794
ID24117,0.664704537,0.04,0.548076923,C5,34738
ID24118,1.193462969,0.12,0.423076923,C9,17804
ID24119,0.090369232,0.11,0.423076923,C8,8794
ID24120,1.311022721,0.05,0.663461538,C5,34738
ID24121,0.161614689,0.12,0.471153846,C5,34738
ID24122,1.050953144,0.06,0.461538462,C8,8794
ID24123,0.585974597,0.13,0.557692308,C5,34738
ID24124,1.199148811,0.04,0.75,C13,5410
ID24125,0.293593747,0.1,0.317307692,C21,3264
ID24126,0.904608008,0.11,0.375,C11,6108
ID24127,0.598530805,0,0.5,C8,8794
ID24128,0.19993861,0.08,0.288461538,C8,8794
ID24129,1.164288489,0.06,0.423076923,C9,17804
ID24130,1.14945246,0.08,0.403846154,C8,8794
ID24131,1.200376068,0.09,0.586538462,C13,5410
ID24132,0.586589678,0.03,0.355769231,C10,73430
ID24133,0.086015741,0.14,0.461538462,C5,34738
ID24134,1.020908903,0.13,0.336538462,C2,27003
ID24135,1.18019447,0.13,0.653846154,C8,8794
ID24136,0.742716499,0.03,0.384615385,C2,27003
ID24137,1.012001546,0.13,0.384615385,C11,6108
ID24138,0.011904295,0.14,0.298076923,C2,27003
ID24139,0.187819421,0.02,0.403846154,C3,4076
ID24140,0.508390831,0.07,0.375,C5,34738
ID24141,0.080083895,0.01,0.298076923,C5,34738
ID24142,0.610523083,0.16,0.451923077,C3,4076
ID24143,0.135461722,0,0.384615385,C3,4076
ID24144,0.557325017,0,0.384615385,C3,4076
ID24145,0.144719379,0.1,0.384615385,C7,6112
ID24146,1.097618681,0.11,0.432692308,C21,3264
ID24147,1.062217568,0.06,0.5,C3,4076
ID24148,0.152492151,0.03,0.5,C11,6108
ID24149,0.536166729,0.1,0.423076923,C12,34791
ID24150,0.133617411,0.04,0.490384615,C14,7788
ID24151,1.192527682,0.15,0.490384615,C2,27003
ID24152,0.794995623,0.01,0.432692308,C7,6112
ID24153,0.14834031,0.01,0.557692308,C10,73430
ID24154,0.111501514,0.12,0.326923077,C2,27003
ID24155,0.897241261,0.05,0.365384615,C2,27003
ID24156,1.102569701,0.14,0.615384615,C3,4076
ID24157,1.120780929,0.17,0.480769231,C9,17804
ID24158,1.005652983,0.04,0.5,C9,17804
ID24159,0.821421988,0.18,0.451923077,C13,5410
ID24160,0.486041795,0.03,0.423076923,C9,17804
ID24161,0.860945152,0.12,0.403846154,C12,34791
ID24162,1.097650419,0.13,0.615384615,C18,35036
ID24163,1.107738523,0.06,0.605769231,C14,7788
ID24164,1.001400162,0.05,0.826923077,C8,8794
ID24165,1.21305073,0.01,0.721153846,C13,5410
ID24166,1.063344689,0.07,0.336538462,C2,27003
ID24167,1.177881928,0.12,0.778846154,C2,27003
ID24168,0.182030572,0,0.576923077,C9,17804
ID24169,1.090805349,0.08,0.326923077,C4,21622
ID24170,0.673170054,0.11,0.442307692,C8,8794
ID24171,0.455539572,0.05,0.471153846,C11,6108
ID24172,0.150024823,0.04,0.432692308,C8,8794
ID24173,0.199005568,0,0.442307692,C10,73430
ID24174,0.052325072,0,0.471153846,C12,34791
ID24175,1.125984227,0.16,0.432692308,C8,8794
ID24176,1.0666984,0.08,0.528846154,C8,8794
ID24177,0.365469868,0.08,0.548076923,C8,8794
ID24178,0.369614955,0.07,0.423076923,C12,34791
ID24179,0.288757695,0.01,0.471153846,C3,4076
ID24180,1.218327867,0.3,0.346153846,C8,8794
ID24181,0.560869962,0.04,0.576923077,C2,27003
ID24182,0.5004239,0.1,0.451923077,C5,34738
ID24183,0.737981499,0,0.326923077,C3,4076
ID24184,1.166230038,0.14,0.605769231,C9,17804
ID24185,0.224608527,0.08,0.596153846,C8,8794
ID24186,0.08661126,0.07,0.384615385,C2,27003
ID24187,1.035651661,0.05,0.894230769,C8,8794
ID24188,1.241516556,0.02,0.701923077,C14,7788
ID24189,0.961059852,0.01,0.461538462,C5,34738
ID24190,1.070761353,0.11,0.394230769,C8,8794
ID24191,0.242052795,0,0.384615385,C2,27003
ID24192,1.202834331,0.07,0.403846154,C8,8794
ID24193,0.006138221,0,0.451923077,C13,5410
ID24194,0.142648539,0,0.538461538,C3,4076
ID24195,1.085633081,0.17,0.480769231,C4,21622
ID24196,1.108647007,0.1,0.365384615,C13,5410
ID24197,1.067877569,0.05,0.355769231,C8,8794
ID24198,1.174440467,0.1,0.423076923,C8,8794
ID24199,1.112666446,0.11,0.384615385,C8,8794
ID24200,0.433012573,0.03,0.403846154,C2,27003
ID24201,0.854309559,0.06,0.451923077,C8,8794
ID24202,1.15829659,0.05,0.634615385,C19,27742
ID24203,1.096922299,0.15,0.384615385,C3,4076
ID24204,0.451505437,0.02,0.471153846,C5,34738
ID24205,1.146454478,0.12,0.5,C14,7788
ID24206,0.086036118,0.01,0.451923077,C6,13051
ID24207,0.122606706,0.04,0.567307692,C10,73430
ID24208,0.085441259,0.04,0.490384615,C5,34738
ID24209,0.586132536,0.05,0.557692308,C8,8794
ID24210,0.150532783,0,0.403846154,C2,27003
ID24211,1.101776874,0.08,0.740384615,C12,34791
ID24212,0.411699088,0.17,0.413461538,C8,8794
ID24213,1.075685683,0.09,0.375,C5,34738
ID24214,1.089260727,0.03,0.644230769,C10,73430
ID24215,1.161960364,0.12,0.788461538,C11,6108
ID24216,0.889343376,0.09,0.509615385,C8,8794
ID24217,0.492031569,0,0.480769231,C5,34738
ID24218,0.945927951,0.06,0.528846154,C5,34738
ID24219,0.006436073,0.11,0.451923077,C9,17804
ID24220,1.209507997,0.14,0.519230769,C2,27003
ID24221,0.794785253,0.04,0.576923077,C5,34738
ID24222,1.107226884,0.05,0.586538462,C8,8794
ID24223,0.152465459,0,0.798076923,C3,4076
ID24224,0.662502,0.02,0.673076923,C8,8794
ID24225,0.5941578,0.01,0.403846154,C18,35036
ID24226,1.174617013,0.01,0.519230769,C14,7788
ID24227,0.963760756,0.2,0.432692308,C7,6112
ID24228,0.366206146,0.08,0.298076923,C6,13051
ID24229,0.363458138,0,0.538461538,C3,4076
ID24230,0.33490479,0.05,0.673076923,C3,4076
ID24231,0.092916874,0.02,0.375,C5,34738
ID24232,0.011967451,0.09,0.403846154,C8,8794
ID24233,0.565223844,0.04,0.346153846,C7,6112
ID24234,0.143732239,0.05,0.451923077,C3,4076
ID24235,0.046269271,0.04,0.432692308,C9,17804
ID24236,0.815121659,0.12,0.471153846,C12,34791
ID24237,1.100801217,0.03,0.288461538,C8,8794
ID24238,0.199728702,0.05,0.644230769,C8,8794
ID24239,0.613817161,0.05,0.442307692,C8,8794
ID24240,1.2130711,0.09,0.432692308,C6,13051
ID24241,1.037704093,0.12,0.682692308,C11,6108
ID24242,1.083283699,0.15,0.384615385,C5,34738
ID24243,0.172364112,0.05,0.644230769,C2,27003
ID24244,0.57939342,0.02,0.423076923,C3,4076
ID24245,0.250483709,0.05,0.432692308,C8,8794
ID24246,0.506796972,0.09,0.519230769,C8,8794
ID24247,0.408265139,0.03,0.365384615,C5,34738
ID24248,0.080029015,0.11,0.355769231,C5,34738
ID24249,0.817600911,0.11,0.519230769,C5,34738
ID24250,0.084467037,0.01,0.519230769,C3,4076
ID24251,0.542398413,0.02,0.586538462,C8,8794
ID24252,1.012925803,0.14,0.490384615,C19,27742
ID24253,1.122541792,0.1,0.509615385,C13,5410
ID24254,1.056809672,0.1,0.865384615,C8,8794
ID24255,1.234694462,0.01,0.480769231,C19,27742
ID24256,1.043824253,0.13,0.375,C14,7788
ID24257,1.198883691,0.14,0.519230769,C8,8794
ID24258,0.032498488,0.07,0.644230769,C15,290
ID24259,0.317958685,0.17,0.423076923,C3,4076
ID24260,1.073124289,0.01,0.538461538,C3,4076
ID24261,0.693387198,0.01,0.307692308,C9,17804
ID24262,0.58352419,0.02,0.596153846,C11,6108
ID24263,0.87401329,0.03,0.365384615,C14,7788
ID24264,0.244246742,0.02,0.480769231,C3,4076
ID24265,0.485857919,0.01,0.625,C1,4990
ID24266,0.074252766,0,0.586538462,C2,27003
ID24267,0.623876563,0.02,0.384615385,C2,27003
ID24268,0.873384247,0.15,0.375,C8,8794
ID24269,0.548847335,0.06,0.480769231,C10,73430
ID24270,0.198368277,0.1,0.307692308,C14,7788
ID24271,0.742875895,0.11,0.509615385,C8,8794
ID24272,0.42904447,0.04,0.298076923,C7,6112
ID24273,0.640849761,0.24,0.653846154,C8,8794
ID24274,0.784473525,0.01,0.5,C3,4076
ID24275,0.008270638,0.06,0.288461538,C12,34791
ID24276,0.433579439,0.17,0.326923077,C2,27003
ID24277,1.051782651,0.02,0.836538462,C5,34738
ID24278,1.163427688,0.02,0.451923077,C8,8794
ID24279,0.296143542,0.12,0.307692308,C3,4076
ID24280,0.873617913,0.08,0.365384615,C8,8794
ID24281,0.785622909,0.03,0.317307692,C5,34738
ID24282,0.094499431,0.16,0.423076923,C13,5410
ID24283,0.938968573,0,0.384615385,C17,65567
ID24284,0.09283092,0.03,0.509615385,C12,34791
ID24285,0.774889665,0.14,0.509615385,C13,5410
ID24286,0.044753122,0.1,0.509615385,C9,17804
ID24287,1.011247049,0.17,0.384615385,C8,8794
ID24288,0.077551457,0.09,0.355769231,C1,4990
ID24289,1.080687245,0.02,0.461538462,C3,4076
ID24290,0.58745087,0.01,0.605769231,C5,34738
ID24291,0.006791971,0.14,0.711538462,C8,8794
ID24292,0.817731917,0,0.471153846,C5,34738
ID24293,1.028413557,0,0.548076923,C8,8794
ID24294,0.64511014,0.05,0.307692308,C13,5410
ID24295,1.245877799,0.24,0.480769231,C8,8794
ID24296,1.14343694,0.13,0.288461538,C8,8794
ID24297,0.558406664,0.05,0.701923077,C11,6108
ID24298,0.086264294,0,0.5,C7,6112
ID24299,0.861414667,0.14,0.307692308,C2,27003
ID24300,1.028984561,0.13,0.509615385,C8,8794
ID24301,0.495379985,0.03,0.442307692,C10,73430
ID24302,0.01101401,0,0.346153846,C3,4076
ID24303,1.095343627,0.05,0.5,C9,17804
ID24304,1.113275418,0.12,0.326923077,C12,34791
ID24305,1.025932114,0.03,0.480769231,C14,7788
ID24306,0.047332875,0.03,0.432692308,C5,34738
ID24307,1.207181205,0.06,0.442307692,C5,34738
ID24308,0.867852159,0.02,0.653846154,C3,4076
ID24309,0.57263719,0.04,0.471153846,C12,34791
ID24310,1.061259904,0.03,0.365384615,C8,8794
ID24311,1.190655259,0.05,0.365384615,C2,27003
ID24312,0.081152475,0.08,0.451923077,C5,34738
ID24313,1.190352673,0.12,0.576923077,C8,8794
ID24314,1.056741201,0.14,0.423076923,C3,4076
ID24315,0.57618519,0.13,0.451923077,C3,4076
ID24316,1.249312179,0.05,0.538461538,C2,27003
ID24317,1.23834482,0.03,0.798076923,C8,8794
ID24318,0.725452676,0.05,0.384615385,C2,27003
ID24319,0.355180773,0.13,0.442307692,C12,34791
ID24320,0.401725118,0.02,0.451923077,C3,4076
ID24321,0.943487645,0.02,0.586538462,C14,7788
ID24322,1.037345755,0.16,0.548076923,C2,27003
ID24323,0.423237389,0.02,0.625,C5,34738
ID24324,0.262160913,0.1,0.298076923,C8,8794
ID24325,0.290362002,0.02,0.461538462,C5,34738
ID24326,0.549266831,0.09,0.596153846,C8,8794
ID24327,1.000702532,0.21,0.317307692,C8,8794
ID24328,0.024762177,0.13,0.5,C8,8794
ID24329,1.188387809,0.02,0.365384615,C9,17804
ID24330,1.159740025,0.14,0.653846154,C8,8794
ID24331,0.10415648,0.03,0.317307692,C1,4990
ID24332,0.111900549,0.07,0.471153846,C8,8794
ID24333,1.061352688,0.05,0.336538462,C13,5410
ID24334,1.155144455,0.03,0.480769231,C5,34738
ID24335,0.110709969,0.1,0.596153846,C5,34738
ID24336,0.048801062,0.01,0.326923077,C3,4076
ID24337,0.125114117,0.01,0.298076923,C8,8794
ID24338,1.129428174,0.13,0.326923077,C13,5410
ID24339,0.856238789,0.13,0.548076923,C14,7788
ID24340,0.637752656,0.05,0.413461538,C2,27003
ID24341,0.204701988,0.03,0.711538462,C8,8794
ID24342,0.867824983,0.22,0.538461538,C8,8794
ID24343,0.602589223,0.01,0.519230769,C3,4076
ID24344,0.081650724,0.05,0.384615385,C5,34738
ID24345,0.09650261,0.11,0.509615385,C8,8794
ID24346,0.435281929,0.01,0.519230769,C5,34738
ID24347,0.916183103,0.07,0.442307692,C3,4076
ID24348,0.17039048,0.1,0.288461538,C3,4076
ID24349,1.205889193,0.08,0.807692308,C2,27003
ID24350,0.782924052,0.01,0.596153846,C1,4990
ID24351,1.249570336,0.08,0.701923077,C5,34738
ID24352,1.062749359,0.06,0.673076923,C8,8794
ID24353,0.481714125,0.01,0.509615385,C5,34738
ID24354,0.088273606,0.04,0.528846154,C10,73430
ID24355,0.067983566,0.01,0.538461538,C3,4076
ID24356,1.06715288,0.16,0.288461538,C8,8794
ID24357,1.214351547,0.13,0.605769231,C8,8794
ID24358,0.522996807,0.07,0.317307692,C5,34738
ID24359,1.226716417,0.01,0.413461538,C8,8794
ID24360,0.350667375,0,0.298076923,C7,6112
ID24361,0.203373631,0.09,0.394230769,C2,27003
ID24362,0.320920635,0,0.307692308,C9,17804
ID24363,0.498531276,0.05,0.336538462,C2,27003
ID24364,0.242545586,0.06,0.307692308,C10,73430
ID24365,0.011787192,0,0.528846154,C5,34738
ID24366,1.032699991,0.12,0.557692308,C8,8794
ID24367,1.010174453,0.03,0.288461538,C1,4990
ID24368,0.29655094,0.01,0.740384615,C15,290
ID24369,0.221489338,0.03,0.288461538,C22,16733
ID24370,1.060589201,0.09,0.5,C5,34738
ID24371,0.310847542,0.15,0.394230769,C7,6112
ID24372,0.427169145,0.15,0.586538462,C17,65567
ID24373,1.280101341,0.09,0.5,C2,27003
ID24374,0.941171838,0.04,0.403846154,C2,27003
ID24375,0.096504515,0.06,0.442307692,C3,4076
ID24376,0.793741992,0.06,0.423076923,C8,8794
ID24377,1.03463198,0.04,0.538461538,C8,8794
ID24378,1.004939778,0.1,0.557692308,C8,8794
ID24379,1.113664592,0.24,0.538461538,C8,8794
ID24380,0.639374095,0.03,0.317307692,C3,4076
ID24381,0.205206485,0.03,0.605769231,C8,8794
ID24382,1.223312029,0.09,0.596153846,C3,4076
ID24383,0.611730816,0.03,0.605769231,C5,34738
ID24384,0.339269356,0,0.519230769,C3,4076
ID24385,0.419414816,0.03,0.586538462,C2,27003
ID24386,0.036287509,0,0.423076923,C13,5410
ID24387,0.628913278,0.01,0.432692308,C9,17804
ID24388,1.013958931,0.21,0.576923077,C14,7788
ID24389,0.055487307,0.13,0.288461538,C9,17804
ID24390,1.165170615,0.06,0.480769231,C3,4076
ID24391,0.533384422,0.01,0.471153846,C1,4990
ID24392,0.609696525,0.08,0.307692308,C5,34738
ID24393,0.630470695,0.09,0.644230769,C15,290
ID24394,0.743021375,0.04,0.413461538,C13,5410
ID24395,0.036022087,0.01,0.625,C10,73430
ID24396,1.003037016,0.02,0.413461538,C17,65567
ID24397,1.212122917,0.13,0.625,C12,34791
ID24398,1.043596492,0.08,0.365384615,C13,5410
ID24399,0.560490965,0.04,0.307692308,C5,34738
ID24400,0.501035258,0.1,0.298076923,C3,4076
ID24401,0.263611994,0.17,0.586538462,C8,8794
ID24402,0.090225903,0.03,0.576923077,C13,5410
ID24403,1.052437661,0.07,0.528846154,C15,290
ID24404,0.573070426,0.08,0.461538462,C5,34738
ID24405,0.370450205,0,0.663461538,C13,5410
ID24406,0.446921815,0.01,0.480769231,C3,4076
ID24407,0.092761912,0.08,0.461538462,C21,3264
ID24408,1.152906932,0.17,0.5,C8,8794
ID24409,0.0468018,0.18,0.471153846,C14,7788
ID24410,0.337952355,0.14,0.346153846,C8,8794
ID24411,1.004056811,0.09,0.461538462,C8,8794
ID24412,0.791759052,0.02,0.317307692,C4,21622
ID24413,0.863925111,0.11,0.615384615,C3,4076
ID24414,0.085866382,0.09,0.605769231,C8,8794
ID24415,1.026026437,0.07,0.471153846,C3,4076
ID24416,1.143817172,0.07,0.346153846,C9,17804
ID24417,0.185135938,0.06,0.365384615,C2,27003
ID24418,1.166920581,0.01,0.682692308,C11,6108
ID24419,0.854956899,0.1,0.336538462,C8,8794
ID24420,1.203910462,0.03,0.5,C14,7788
ID24421,0.012363978,0.04,0.625,C7,6112
ID24422,1.127334719,0.06,0.288461538,C10,73430
ID24423,0.092081503,0.15,0.509615385,C9,17804
ID24424,0.851804618,0.01,0.336538462,C7,6112
ID24425,0.641504971,0.02,0.451923077,C11,6108
ID24426,0.096396938,0,0.519230769,C15,290
ID24427,0.493721911,0.09,0.375,C13,5410
ID24428,0.822581232,0.01,0.384615385,C3,4076
ID24429,0.020263666,0.08,0.528846154,C8,8794
ID24430,0.021845178,0.01,0.528846154,C13,5410
ID24431,0.123081347,0.01,0.326923077,C10,73430
ID24432,0.010107812,0,0.673076923,C13,5410
ID24433,1.09828115,0.1,0.432692308,C4,21622
ID24434,1.074636076,0.09,0.634615385,C10,73430
ID24435,0.087321518,0.14,0.423076923,C10,73430
ID24436,0.478119502,0,0.567307692,C3,4076
ID24437,0.269534409,0.03,0.480769231,C10,73430
ID24438,0.433214374,0.15,0.336538462,C15,290
ID24439,0.688912641,0.11,0.567307692,C14,7788
ID24440,1.165591378,0.16,0.490384615,C14,7788
ID24441,1.075111247,0.1,0.394230769,C8,8794
ID24442,0.680716095,0,0.586538462,C8,8794
ID24443,1.218323183,0.02,0.432692308,C12,34791
ID24444,0.154053475,0.01,0.307692308,C8,8794
ID24445,1.127236934,0.15,0.471153846,C3,4076
ID24446,0.283326591,0,0.384615385,C17,65567
ID24447,1.025642226,0.06,0.759615385,C8,8794
ID24448,1.201164437,0.21,0.759615385,C8,8794
ID24449,0.735392897,0,0.663461538,C5,34738
ID24450,0.155974117,0.02,0.461538462,C10,73430
ID24451,1.051625159,0,0.5,C7,6112
ID24452,0.021111109,0.01,0.288461538,C2,27003
ID24453,1.075188492,0.25,0.759615385,C8,8794
ID24454,1.071799866,0.1,0.567307692,C8,8794
ID24455,0.609973004,0.17,0.490384615,C8,8794
ID24456,0.181096276,0.15,0.413461538,C8,8794
ID24457,0.405311544,0.12,0.384615385,C5,34738
ID24458,0.971773727,0.11,0.413461538,C13,5410
ID24459,0.347088137,0.2,0.557692308,C14,7788
ID24460,0.865414284,0.03,0.673076923,C8,8794
ID24461,1.213331595,0.13,0.528846154,C14,7788
ID24462,0.262316653,0,0.490384615,C8,8794
ID24463,0.087904158,0.06,0.509615385,C10,73430
ID24464,0.481107107,0.05,0.307692308,C5,34738
ID24465,1.119079491,0.16,0.759615385,C3,4076
ID24466,0.240962266,0.01,0.317307692,C5,34738
ID24467,0.741789008,0.01,0.471153846,C14,7788
ID24468,0.112961733,0.07,0.528846154,C8,8794
ID24469,0.374313105,0.18,0.538461538,C13,5410
ID24470,0.080634841,0.04,0.375,C10,73430
ID24471,0.763644488,0.07,0.596153846,C1,4990
ID24472,0.284863628,0.05,0.375,C7,6112
ID24473,1.176099535,0.11,0.384615385,C9,17804
ID24474,0.074643871,0,0.423076923,C12,34791
ID24475,1.187492926,0.11,0.567307692,C2,27003
ID24476,0.097419605,0.12,0.576923077,C8,8794
ID24477,0.189902868,0,0.519230769,C2,27003
ID24478,1.226188627,0.08,0.557692308,C2,27003
ID24479,1.060059462,0.01,0.557692308,C2,27003
ID24480,0.060052382,0,0.605769231,C3,4076
ID24481,0.082787559,0,0.375,C5,34738
ID24482,1.198539306,0.18,0.480769231,C8,8794
ID24483,0.043467382,0.09,0.432692308,C5,34738
ID24484,0.920096747,0.16,0.471153846,C5,34738
ID24485,0.220449941,0.05,0.567307692,C8,8794
ID24486,1.168607198,0.12,0.432692308,C5,34738
ID24487,0.342825586,0.02,0.730769231,C7,6112
